rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
1,Connecticut,BE,31-8,121.47865251282678,3,91.20937434953066,9,0.9642803106595199,1,31.0,8.0,13.0,7.0,13-7,0.7065881944493994,0.5019260246034417,0.7492342456157061,0.7065881944493994,0.5019260246034417,0.7492342456157061,0.6780967471212539,0.7929986367269464,108.78101416034151,99.0451472246713,108.78101416034151,99.0451472246713,117.7207386626942,94.73894709266736,120.11357238302642,89.01644623773936,0.9690993759860266,18.0,-0.04634968064322509,1513.0,1367.0,1355.6499999999999,1.1160697820233838,1.0083723674989857,0.0,0.65,5.033487863153128,13,280,66.72789413345373
2,Alabama,SEC,31-6,116.08134182224177,15,89.0278682301487,3,0.9548442146078752,2,31.0,6.0,16.0,2.0,16-2,0.7388879375658125,0.7037097047487783,0.7485799639209746,0.7388879375658125,0.7037097047487783,0.7485799639209746,0.6615262110933692,0.6523203026248547,110.05836160460102,98.36036861397656,110.05836160460102,98.36036861397656,117.91898647941294,87.86286801229052,112.60481863433601,89.79516704589493,0.9310584860200282,19.0,0.041607842746161805,1495.0,1198.0,1321.825,1.1310120477370302,0.906322697785259,0.0,0.8888888888888888,10.193388554789603,1,89,72.55142756652913
3,Houston,Amer,33-4,117.30710068290253,13,90.26847979174215,5,0.9531615483033531,3,33.0,4.0,17.0,1.0,17-1,0.6238630395789386,0.5309681683785233,0.6501121487437789,0.6238630395789386,0.5309681683785233,0.6501121487437789,0.7582018727813784,0.7864290099457573,107.20141033100363,101.30907361578973,107.20141033100363,101.30907361578973,122.07297664403066,94.69896899691939,119.37871158824913,91.76059650034738,0.9537286422362815,12.0,0.03173427857831357,1392.0,1104.0,1164.8625,1.1949908250973829,0.9477513440427519,0.0,0.9444444444444444,8.046212976878556,5,111,63.359244474784276
4,UCLA,P12,31-6,114.91465805501728,23,88.48160108951257,2,0.952846421367015,4,31.0,6.0,18.0,2.0,18-2,0.6960603085403854,0.5269242687847501,0.7567622865599002,0.6960603085403854,0.5269242687847501,0.7567622865599002,0.7060355258048779,0.807142744935344,108.91176510054055,99.54468811630308,108.91176510054055,99.54468811630308,112.53352813567406,87.39664362906815,113.0936372855961,89.30571244200095,0.9379486360374992,16.0,0.011676314263354581,1400.0,1186.0,1311.5499999999997,1.067439289390416,0.9042735694407382,0.0,0.9,8.403142557862946,4,152,66.07164775419187
5,Tennessee,SEC,25-11,111.21149539789025,57,87.52919111867128,1,0.9401279456864378,5,25.0,11.0,11.0,7.0,11-7,0.689965179487381,0.570351210259466,0.7481003553209681,0.689965179487381,0.570351210259466,0.7481003553209681,0.7059552870270089,0.7577173774893476,108.77960088841807,99.75572680948159,108.77960088841807,99.75572680948159,112.46359681805349,88.97587535929614,108.47644400802322,85.44590499987426,0.9396002705552351,15.0,-0.09768017347710822,1250.0,1077.0,1163.4125,1.0744254509900832,0.9257249685730556,0.0,0.6111111111111112,2.8100459750675686,25,349,65.14669625637012
6,Texas,B12,29-9,116.05752424373664,16,91.76055269431646,10,0.937108609784868,6,29.0,9.0,12.0,6.0,12-6,0.7435345822716858,0.5248097362858657,0.8627572141451068,0.7435345822716858,0.5248097362858657,0.8627572141451068,0.6522517260155462,0.8012929376300385,110.60024916829042,98.90823264402785,110.60024916829042,98.90823264402785,115.61246837055413,94.80096668579162,115.99563873452117,92.23123053380226,0.9331689598670404,25.0,0.022597022623387697,1368.0,1301.0,1281.2499999999998,1.067707317073171,1.0154146341463417,0.0,0.6666666666666666,7.535287631785032,8,131,68.48438920120009
7,Purdue,B10,29-6,117.87095446238692,10,93.71080418952609,21,0.9332572186963096,7,29.0,6.0,15.0,5.0,15-5,0.7027561267078598,0.5459544012047393,0.7884665262154132,0.7027561267078598,0.5459544012047393,0.7884665262154132,0.6974520747324703,0.7753464343086143,109.7395329826491,100.30503012663283,109.7395329826491,100.30503012663283,118.43905270763103,93.43339068758954,119.8152567344549,93.65262764822091,0.9444397165718625,17.0,0.058492589924088345,1418.0,1282.0,1274.25,1.1128114577202275,1.0060820090249165,0.0,0.75,9.390471560561457,3,53,63.927145564824755
8,Arizona,P12,28-7,119.35198535215565,6,95.41287260343292,34,0.9291977025319842,8,28.0,7.0,14.0,6.0,14-6,0.6875288433679096,0.5895469156999111,0.7162251975706393,0.6875288433679096,0.5895469156999111,0.7162251975706393,0.7066616547370013,0.7590732824573511,107.22667090611434,98.19356963712971,107.22667090611434,98.19356963712971,116.74989959971236,96.17639421370517,117.284091433258,91.89093835434093,0.9429971544953325,13.0,0.03486416000046788,1551.0,1419.0,1423.5500000000002,1.0895296968845491,0.9968037652348002,0.0,0.7,7.571039020417238,7,101,72.16694034889838
9,Gonzaga,WCC,31-6,123.16706689157644,1,98.98630075561414,78,0.9250788481606336,9,31.0,6.0,14.0,2.0,14-2,0.6620908553339188,0.6115810441115348,0.6433812634707222,0.6620908553339188,0.6115810441115348,0.6433812634707222,0.7128568553514931,0.7178113126824986,110.0323066330699,100.79496631564946,110.0323066330699,100.79496631564946,125.50042138445008,101.59258784346021,118.71078459706459,93.85789001917263,0.9371118986227787,13.0,0.07960349377459097,1431.0,1216.0,1153.7124999999999,1.2403436731421391,1.0539887536973034,0.0,0.875,6.644824802582276,9,28,70.12248278177645
10,Saint Mary's,WCC,27-8,112.06098676029909,44,90.48392804092106,6,0.9212545976065438,10,27.0,8.0,14.0,2.0,14-2,0.6476016802927255,0.5980415488466605,0.640359729191744,0.6476016802927255,0.5980415488466605,0.640359729191744,0.7596654974208177,0.8046545862040584,109.7908006097104,101.7555423677708,109.7908006097104,101.7555423677708,114.74334858683665,90.30475576637423,108.67898839233165,88.8253505383291,0.9105080010884408,7.0,-0.023637248627579655,1183.0,970.0,1026.0374999999997,1.152979301438788,0.945384549784974,0.0,0.875,3.4045392144959252,23,226,61.90255686988404
